Judet,UAT,Localitate,Siruta,"Nr sectie de votare","Nume sectie de votare",Mediu,"Înscriși pe liste permanente",LP,LS,LSC,UM,LT,"Barbati 18-24","Barbati 25-34","Barbati 35-44","Barbati 45-64","Barbati 65+","Femei 18-24","Femei 25-34","Femei 35-44","Femei 45-64","Femei 65+","Barbati 18","Barbati 19","Barbati 20","Barbati 21","Barbati 22","Barbati 23","Barbati 24","Barbati 25","Barbati 26","Barbati 27","Barbati 28","Barbati 29","Barbati 30","Barbati 31","Barbati 32","Barbati 33","Barbati 34","Barbati 35","Barbati 36","Barbati 37","Barbati 38","Barbati 39","Barbati 40","Barbati 41","Barbati 42","Barbati 43","Barbati 44","Barbati 45","Barbati 46","Barbati 47","Barbati 48","Barbati 49","Barbati 50","Barbati 51","Barbati 52","Barbati 53","Barbati 54","Barbati 55","Barbati 56","Barbati 57","Barbati 58","Barbati 59","Barbati 60","Barbati 61","Barbati 62","Barbati 63","Barbati 64","Barbati 65","Barbati 66","Barbati 67","Barbati 68","Barbati 69","Barbati 70","Barbati 71","Barbati 72","Barbati 73","Barbati 74","Barbati 75","Barbati 76","Barbati 77","Barbati 78","Barbati 79","Barbati 80","Barbati 81","Barbati 82","Barbati 83","Barbati 84","Barbati 85","Barbati 86","Barbati 87","Barbati 88","Barbati 89","Barbati 90","Barbati 91","Barbati 92","Barbati 93","Barbati 94","Barbati 95","Barbati 96","Barbati 97","Barbati 98","Barbati 99","Barbati 100","Barbati 101","Barbati 102","Barbati 103","Barbati 104","Barbati 105","Barbati 106","Barbati 107","Barbati 108","Barbati 109","Barbati 110","Barbati 111","Barbati 112","Barbati 113","Barbati 114","Barbati 115","Barbati 116","Barbati 117","Barbati 118","Barbati 119","Barbati 120","Femei 18","Femei 19","Femei 20","Femei 21","Femei 22","Femei 23","Femei 24","Femei 25","Femei 26","Femei 27","Femei 28","Femei 29","Femei 30","Femei 31","Femei 32","Femei 33","Femei 34","Femei 35","Femei 36","Femei 37","Femei 38","Femei 39","Femei 40","Femei 41","Femei 42","Femei 43","Femei 44","Femei 45","Femei 46","Femei 47","Femei 48","Femei 49","Femei 50","Femei 51","Femei 52","Femei 53","Femei 54","Femei 55","Femei 56","Femei 57","Femei 58","Femei 59","Femei 60","Femei 61","Femei 62","Femei 63","Femei 64","Femei 65","Femei 66","Femei 67","Femei 68","Femei 69","Femei 70","Femei 71","Femei 72","Femei 73","Femei 74","Femei 75","Femei 76","Femei 77","Femei 78","Femei 79","Femei 80","Femei 81","Femei 82","Femei 83","Femei 84","Femei 85","Femei 86","Femei 87","Femei 88","Femei 89","Femei 90","Femei 91","Femei 92","Femei 93","Femei 94","Femei 95","Femei 96","Femei 97","Femei 98","Femei 99","Femei 100","Femei 101","Femei 102","Femei 103","Femei 104","Femei 105","Femei 106","Femei 107","Femei 108","Femei 109","Femei 110","Femei 111","Femei 112","Femei 113","Femei 114","Femei 115","Femei 116","Femei 117","Femei 118","Femei 119","Femei 120"
AB,"MUNICIPIUL AIUD","GÂRBOVA DE SUS",1213,73,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",U,193,95,31,0,0,126,2,2,8,26,24,2,4,9,26,23,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,1,3,3,2,0,1,0,0,1,1,3,4,1,1,2,2,0,0,0,2,0,2,2,0,4,1,2,4,1,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,2,4,1,0,0,0,0,1,0,0,2,2,0,2,1,2,1,1,3,2,2,0,1,0,2,1,2,2,2,1,0,4,1,2,2,1,2,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",GÂRBOVIŢA,1213,74,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",U,98,41,17,0,0,58,1,0,6,11,12,1,5,3,12,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,1,0,1,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,2,1,1,1,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",MĂGINA,1213,69,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",U,458,185,24,0,0,209,5,7,11,50,37,6,8,11,42,32,1,0,1,1,2,0,0,1,0,2,2,0,2,0,0,0,0,1,2,1,1,3,0,2,1,0,0,2,4,6,3,3,6,1,2,3,3,1,5,0,0,4,1,0,0,4,2,4,2,3,4,0,4,2,3,2,4,2,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,1,0,2,0,0,2,0,2,1,1,0,1,2,0,3,0,1,2,1,2,3,4,4,3,1,5,2,2,5,1,1,0,2,1,1,1,2,1,2,2,3,1,6,5,2,4,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",PĂGIDA,1213,70,"CĂMINUL CULTURAL PĂGIDA",U,89,33,11,0,0,44,0,2,6,12,4,2,3,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,0,0,0,0,0,2,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",SÂNCRAI,1213,75,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",U,550,256,34,0,0,290,10,18,19,60,42,11,15,18,54,43,2,2,0,3,1,0,2,1,2,1,3,1,1,2,3,3,1,1,1,5,2,2,3,1,1,1,2,2,5,2,2,4,6,3,2,3,2,8,5,4,2,0,2,4,0,1,3,3,5,4,2,1,5,3,6,3,2,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,3,3,2,1,1,2,4,1,1,0,0,1,0,0,3,2,1,0,3,5,3,2,1,2,1,3,3,1,3,2,6,3,2,3,3,2,1,5,3,4,4,4,1,6,5,4,5,2,1,3,4,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,76,"PIAŢA AGROALIMENTARĂ",U,937,413,30,0,0,443,20,17,47,80,53,13,20,35,97,61,3,6,3,3,4,0,1,4,1,3,3,1,0,0,0,3,2,3,2,10,5,7,4,1,6,6,3,5,4,5,7,5,5,3,3,2,4,5,4,3,3,1,2,5,3,5,6,6,6,9,5,3,4,4,1,4,3,2,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,3,4,1,2,3,1,3,1,1,2,2,2,4,4,3,4,7,4,2,4,1,4,7,4,8,5,4,2,4,3,4,3,7,2,5,4,4,9,7,5,6,5,9,10,6,3,5,4,3,1,3,0,3,2,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,77,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",U,556,240,35,0,0,275,5,11,20,45,42,9,11,20,60,52,0,1,0,1,1,1,1,1,1,2,0,0,1,2,2,1,1,1,4,1,4,2,3,3,1,1,0,1,4,1,3,3,2,2,2,1,1,2,4,3,0,3,2,3,2,2,4,4,1,4,4,4,6,3,5,1,3,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,1,4,1,2,1,0,0,1,1,0,1,0,4,2,2,2,3,1,2,2,2,2,1,4,4,2,1,3,3,2,2,4,4,6,0,2,4,1,5,6,4,4,6,2,6,5,5,2,4,6,2,2,1,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,78,"BAZA DE AGREMENT A MUNICIPIULUI BLAJ",U,740,315,33,0,0,348,24,28,37,66,13,26,35,40,64,15,5,1,3,4,5,3,3,3,2,3,2,2,2,6,2,1,5,3,3,3,2,3,4,2,8,6,3,2,6,5,3,3,4,7,2,4,5,1,6,1,1,2,5,3,2,2,2,2,2,1,0,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,5,5,3,1,2,5,3,5,1,2,5,5,1,6,3,3,4,3,2,7,5,7,3,3,4,5,3,5,4,3,2,5,2,3,4,4,4,0,5,2,3,1,1,4,0,2,2,1,2,2,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,79,"AŞEZĂMÂNTUL SOCIAL - GRĂDINIŢA ”SFÂNTA IRINA”",U,1138,488,41,0,1,530,24,26,33,88,70,19,35,28,98,109,7,6,5,0,0,4,2,3,3,2,4,1,3,1,3,1,5,7,3,3,4,1,6,1,0,3,5,5,6,7,4,2,8,7,6,5,9,5,4,4,5,2,2,2,0,3,2,2,3,7,10,4,9,5,4,7,2,4,3,1,1,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,2,2,1,4,3,2,2,8,4,4,2,2,4,2,5,2,1,2,2,1,3,6,4,8,8,6,7,2,3,11,4,6,4,4,3,5,5,1,6,2,4,2,7,7,13,13,16,4,9,7,8,4,5,5,6,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,80,"ŞCOALA GIMNAZIALĂ ”TOMA COCIŞIU” BLAJ",U,1099,470,48,0,0,518,20,23,36,85,68,21,32,35,99,99,4,2,3,3,2,4,2,1,3,0,0,2,2,0,5,3,7,4,6,3,3,5,5,3,0,6,1,2,1,7,5,5,8,6,7,2,6,3,5,4,2,5,3,3,3,4,4,3,3,6,5,2,5,3,1,5,4,9,3,4,5,1,1,1,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,4,4,1,1,3,4,4,5,2,4,1,2,6,3,2,2,3,6,1,1,7,5,5,7,4,5,3,5,6,3,4,7,6,6,11,4,2,4,3,5,5,6,3,4,7,5,10,7,9,6,7,6,5,13,4,4,1,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,81,"CENTRUL CULTURAL ”IACOB MUREŞIANU’’",U,769,365,70,0,10,445,20,16,19,83,59,16,19,29,78,106,6,5,2,2,3,0,2,2,3,2,2,0,1,0,1,2,3,0,2,1,4,0,1,4,1,6,0,3,5,5,6,3,7,7,8,6,4,3,4,9,1,1,2,5,2,1,1,1,2,3,6,5,1,3,4,6,3,4,2,1,6,1,2,1,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,5,2,2,1,1,3,2,1,3,2,1,3,2,4,1,4,3,2,0,5,2,7,1,4,3,2,5,11,7,2,2,8,6,2,3,4,1,3,4,0,4,5,2,4,3,8,6,10,6,3,3,8,7,6,7,9,4,4,2,5,3,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,82,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",U,618,255,64,0,15,334,8,14,34,61,44,15,17,24,58,59,2,1,2,0,1,2,0,2,1,2,1,1,0,1,5,0,1,3,3,4,4,1,4,2,4,6,3,3,3,4,3,5,7,3,2,4,0,2,0,7,5,3,3,1,3,2,1,0,2,2,1,4,1,5,1,2,3,5,3,2,1,1,1,0,1,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,2,3,1,0,1,0,2,3,1,3,2,4,1,5,1,6,0,3,2,2,0,4,5,3,2,2,3,3,3,1,5,1,3,1,6,2,2,1,4,3,4,4,2,1,4,3,2,4,2,5,3,2,4,5,2,4,2,1,1,2,2,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,83,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ BLAJ",U,500,234,26,0,0,260,5,14,17,47,36,9,13,18,51,50,1,1,1,0,0,1,1,0,1,1,3,1,3,1,0,3,1,0,1,4,0,3,3,2,2,0,2,1,1,2,3,2,4,3,4,4,3,5,1,5,2,0,3,0,0,3,1,4,2,1,3,1,3,4,1,1,4,0,2,1,2,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,2,3,1,2,1,0,1,0,1,2,2,3,4,1,3,1,1,1,1,1,2,2,0,2,4,2,2,4,4,1,5,1,3,5,1,4,0,1,4,4,2,2,2,1,6,7,3,4,4,3,3,5,1,2,1,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,84,"ASOCIAŢIA JUDEŢEANĂ A VÂNĂTORILOR SI PESCARILOR SPORTIVI ALBA - CLUBUL BLAJ",U,317,158,16,0,0,174,4,14,16,37,17,6,8,15,43,14,0,0,2,1,0,0,1,2,0,1,1,1,2,2,1,3,1,2,4,3,2,1,1,0,0,1,2,3,0,3,1,1,5,2,3,0,4,2,6,2,0,0,3,2,0,0,0,0,2,2,0,4,0,1,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,1,1,2,0,1,1,0,1,3,2,3,1,2,0,0,2,0,2,2,0,1,2,2,4,0,4,0,3,3,1,8,4,2,1,1,0,2,3,0,1,2,0,0,0,1,0,1,0,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,85,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",U,1378,732,58,0,0,790,18,29,58,135,131,18,45,56,151,149,6,4,1,3,0,4,0,4,4,2,3,7,1,4,1,2,1,5,4,4,6,5,9,4,9,3,9,5,6,5,6,9,5,7,8,9,6,4,8,11,8,11,7,4,6,4,6,11,7,14,13,14,8,7,5,6,6,4,6,3,10,3,1,4,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,4,0,4,2,6,2,5,7,1,7,5,3,7,3,8,7,4,5,7,4,7,7,4,7,9,7,5,2,5,3,7,12,10,6,8,10,5,11,8,10,9,9,8,11,7,13,7,15,12,8,6,9,10,5,7,8,5,5,6,1,4,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,86,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",U,1301,637,74,0,25,736,15,31,69,128,99,25,36,60,136,137,3,4,0,4,1,3,0,4,0,3,2,0,4,6,2,6,4,2,5,10,7,4,12,10,6,5,8,10,7,5,7,3,8,5,10,7,2,10,9,4,6,6,2,7,5,5,10,5,6,4,4,6,6,7,8,5,4,7,8,5,4,5,3,4,1,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,2,3,3,3,1,3,3,3,4,3,3,5,6,5,7,5,4,8,9,2,8,3,6,8,6,4,8,9,8,11,5,6,5,10,10,2,12,3,9,6,1,4,10,7,10,6,6,10,8,15,11,12,12,10,6,3,9,2,4,3,3,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,87,"ŞCOALA GIMNAZIALĂ ”PETRU PAVEL ARON” BLAJ",U,1663,727,59,0,0,786,27,38,57,160,100,17,45,52,167,123,3,8,2,2,4,5,3,1,5,4,4,4,2,3,5,6,4,5,5,10,7,3,1,7,4,9,6,3,6,11,5,11,4,11,14,8,6,15,7,11,4,5,8,7,7,8,9,5,6,6,8,7,7,10,8,5,9,5,3,4,1,4,2,2,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,4,1,7,0,4,6,3,2,4,6,7,6,8,3,4,2,4,4,3,10,5,9,3,5,10,9,5,12,8,12,6,11,6,10,11,8,6,7,11,7,7,13,14,5,9,11,5,10,10,7,3,4,8,7,3,5,4,3,4,2,1,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,88,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",U,1584,537,31,0,0,568,35,43,43,131,32,25,38,54,125,42,9,3,8,4,3,3,5,3,4,7,6,6,4,2,3,4,4,1,1,7,0,8,7,7,4,4,4,3,9,5,6,7,7,9,11,9,9,11,9,8,4,3,3,5,8,2,3,2,4,2,0,1,3,5,2,1,0,0,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,5,2,2,7,3,5,1,6,6,4,3,2,1,4,8,6,10,3,5,7,4,2,5,11,5,9,5,11,9,6,9,5,7,10,6,9,2,3,5,4,3,3,3,3,3,2,5,1,2,2,3,5,2,1,4,1,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,89,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",U,1275,539,23,0,0,562,17,31,36,112,76,19,23,39,133,76,4,5,4,2,1,0,1,2,4,2,4,4,5,3,2,2,3,3,2,5,5,3,2,4,7,2,3,5,3,4,3,2,11,6,3,7,3,6,8,8,5,6,5,7,7,9,4,4,4,8,6,4,7,8,4,6,4,1,3,5,1,3,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,5,5,4,2,0,4,2,2,2,1,1,5,2,5,6,4,4,3,3,4,3,3,10,7,8,8,4,5,9,6,8,4,10,10,2,8,4,8,4,10,5,1,8,8,5,5,6,5,2,6,4,7,2,3,2,3,2,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",MĂNĂRADE,1348,92,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",U,883,353,19,0,0,372,14,24,38,78,37,14,24,24,82,37,3,1,0,4,1,2,3,1,3,1,7,1,0,2,2,3,4,7,4,3,5,4,5,3,3,2,2,3,4,1,4,4,7,6,2,3,4,2,4,8,1,5,1,7,3,2,7,1,3,4,8,1,4,3,5,2,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,3,2,0,0,1,5,2,1,4,3,5,3,2,4,5,0,5,1,2,4,0,1,8,3,1,2,3,2,2,4,5,5,3,7,6,4,5,3,8,3,4,4,2,2,6,4,1,4,0,0,6,1,1,1,2,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",PETRISAT,1348,90,"ŞCOALA PRIMARĂ PETRISAT",U,455,196,20,0,1,217,12,10,15,48,23,8,14,17,47,23,1,2,1,3,1,2,2,3,1,1,0,0,1,3,0,1,0,1,3,1,4,2,0,1,1,1,1,0,6,1,5,1,4,5,0,3,4,2,6,2,3,2,0,1,0,0,3,0,1,1,1,2,4,0,2,2,2,0,1,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,4,0,2,3,1,0,0,1,0,3,3,1,1,0,3,3,0,3,2,1,2,3,5,1,0,5,5,1,3,4,2,3,4,1,2,3,0,0,2,1,1,2,3,3,4,1,1,1,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",TIUR,1348,91,"ŞCOALA GIMNAZIALĂ ”SIMION BĂRNUŢIU” TIUR",U,1261,546,27,0,0,573,17,33,31,109,90,21,28,34,96,114,2,2,2,1,5,3,2,2,0,1,3,3,4,2,4,6,8,2,1,2,2,7,5,6,1,3,2,4,7,2,8,1,9,1,7,6,5,13,7,7,3,0,4,4,6,7,8,2,6,6,5,7,14,4,10,4,3,6,6,5,3,0,1,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,1,1,4,4,1,4,0,0,6,3,6,1,3,5,3,5,5,2,4,4,5,1,0,3,0,7,8,5,6,3,4,9,6,6,5,9,2,3,4,2,2,5,7,5,6,11,14,12,8,10,11,5,2,4,5,4,6,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL SEBEŞ",SEBEŞ,1874,93,"SERVICIUL PUBLIC DE ADMINISTRARE A PATRIMONIULUI SEBEŞ",U,1661,792,47,0,1,840,38,52,69,161,104,27,35,60,165,129,5,7,3,6,8,4,5,5,6,3,6,6,6,5,6,5,4,9,9,7,5,8,2,4,3,8,14,4,9,9,9,8,11,10,7,11,13,3,13,14,4,5,8,8,5,4,6,3,6,4,7,9,7,6,7,9,9,2,4,2,7,3,3,4,2,2,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,5,4,1,0,5,4,1,5,4,5,3,4,3,1,7,6,4,8,1,8,6,4,7,9,6,9,11,10,4,12,5,9,9,11,8,7,13,7,9,9,7,6,6,7,5,13,8,7,17,7,10,8,7,2,8,7,4,3,4,2,2,3,6,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL SEBEŞ",SEBEŞ,1874,94,"LICEUL TEHNOLOGIC SEBEŞ",U,1508,512,62,0,0,574,49,52,66,93,20,45,66,61,101,21,8,5,6,12,4,5,9,7,2,4,4,5,4,3,5,9,9,8,10,7,8,7,9,4,7,5,1,7,4,5,5,6,6,7,8,2,3,4,7,4,4,5,3,0,3,8,2,4,2,1,2,1,2,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,9,4,8,5,5,8,4,6,9,6,10,4,4,10,8,8,8,5,2,3,8,6,8,5,1,5,6,14,5,7,8,5,3,8,4,6,4,4,5,6,2,3,4,1,2,0,5,0,4,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
